"name","alias","city","state","url","control","deg_predomnt","deg_highest","locale_type","is_hbcu","is_pbi","is_annhi","is_tribal","is_aanapii","is_hsi","is_nanti","is_only_men","is_only_women","religious_affil","adm_rate","sat_avg","sat_mid50","act_p25","act_p75","act_mid50","sat_p25","sat_p75","ug_enrollment","net_price","cost_avg_income_0_30k","cost_avg_income_30_48k","cost_avg_income_48_75k","cost_avg_income_75_110k","cost_avg_income_110k_plus","earnings_med_10y","rate_completion","rm_board_dif","ratio","student_fac_ratio","no_aid","ROOMBOARD_ON","ROOMBOARD_OFF","MD_EARN_WNE_INC2_P6","TUITIONFEE_IN","TUITIONFEE_OUT"
"Bloomfield College",NA,"Bloomfield","NJ","www.bloomfield.edu/",2,3,4,21,0,1,0,0,0,1,0,0,0,66,0.6723,NA,940,NA,NA,NA,NA,NA,901,31650223,17664,14801,19185,28650,24399,45902,0.1834,-1354,0.838778565993274,13,1,12900,14254,34888,30680,30680
"Caldwell University","formerly Caldwell College","Caldwell","NJ","www.caldwell.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,30,0.654,NA,1160,NA,NA,NA,NA,NA,1437,31650223,16458,15756,18547,27111,31640,53843,0.5136,-226,0.719289685098374,13,1,13774,14000,46925,39450,39450
"Centenary University",NA,"Hackettstown","NJ","www.centenaryuniversity.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,71,0.9668,NA,1080,NA,NA,19,NA,NA,934,31650223,13735,13416,15190,19819,25288,53726,0.4706,472,0.760205624433021,12,1,12552,12080,47999,37732,37732
"Drew University",NA,"Madison","NJ","www.drew.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,71,0.6944,1247,NA,25,31,NA,1110,1320,1510,31650223,13177,20060,19926,28090,34219,63646,0.673,297,0.890057458428928,11,1,17640,17343,46737,45360,45360
"Fairleigh Dickinson University-Metropolitan Campus","FDU","Teaneck","NJ","https://www.fdu.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.9591,NA,NA,NA,NA,NA,NA,NA,2578,31650223,12150,12213,14926,23511,27494,57273,0.4795,0,0.766714082503556,14,1,16102,16102,47257,35822,35822
"Felician University",NA,"Lodi","NJ","https://www.felician.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,30,0.9401,1020,1020,NA,NA,20,890,1150,1754,31650223,41128,41497,42782,43388,38690,57602,0.2565,590,0.648715114672561,15,1,14190,13600,61652,37830,37830
"Georgian Court University",NA,"Lakewood","NJ","https://georgian.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,30,0.7052,NA,1070,NA,NA,25,NA,NA,1174,31650223,15879,12381,19676,23883,25703,53096,0.3889,2386,0.792771373199337,10,1,12910,10524,42431,37110,37110
"Rowan University","Rowan College of New Jersey   Glassboro State College","Glassboro","NJ","https://www.rowan.edu/",1,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.7782,1216,1170,26,30,27,1100,1310,14647,31650223,NA,NA,NA,NA,NA,59988,0.5118,6265,0.820680052762714,16,1,16553,10288,48888,15700,25564
"New Jersey City University",NA,"Jersey City","NJ","www.njcu.edu/",1,3,4,11,0,0,0,0,0,1,0,0,0,NA,0.8918,NA,1010,NA,NA,NA,NA,NA,4076,31650223,NA,NA,NA,NA,NA,52745,0.2074,0,0.740274700930439,14,1,16274,16274,49183,13971,24888
"Kean University","Kean","Union","NJ","https://www.kean.edu/",1,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.7688,1150,1020,NA,NA,20,1020,1200,10842,31650223,NA,NA,NA,NA,NA,57237,0.2405,484,0.87482385630644,17,1,16592,16108,47444,13426,21076
"Monmouth University",NA,"West Long Branch","NJ","https://www.monmouth.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.8954,1204,1160,24,28,24,1130,1270,3831,31650223,19945,18532,29142,36327,38626,67991,0.622,2779,0.880694711118869,12,1,17738,14959,53109,44850,44850
"Montclair State University",NA,"Montclair","NJ","www.montclair.edu/",1,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.8741,1080,1120,NA,NA,NA,940,1220,17677,31650223,NA,NA,NA,NA,NA,61415,0.4604,-926,0.881852869654613,17,1,16822,17748,47452,14766,24126
"New Jersey Institute of Technology","NJIT","Newark","NJ","https://www.njit.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.669,1336,1310,25,32,30,1210,1470,8762,31650223,NA,NA,NA,NA,NA,84276,0.4943,-2200,1.03504689885843,16,1,15000,17200,68876,19022,35934
"Princeton University",NA,"Princeton","NJ","www.princeton.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.045,1535,1510,34,35,34,1500,1580,5579,31650223,2518,4682,7652,13849,39943,110066,0.7963,NA,0.986901734757303,5,1,19380,NA,87047,59710,59710
"Rabbinical College of America",NA,"Morristown","NJ","www.rca.edu/",2,3,4,21,0,0,0,0,0,0,0,1,0,NA,0.8714,NA,NA,NA,NA,NA,NA,NA,197,31650223,13835,10376,14858,15785,17500,34990,0.0333,-8700,NA,12,1,8000,16700,NA,13000,13000
"Ramapo College of New Jersey",NA,"Mahwah","NJ","www.ramapo.edu/",1,3,4,21,0,0,0,0,1,0,0,0,0,NA,0.7322,1190,1200,21,26,26,1120,1270,4664,31650223,NA,NA,NA,NA,NA,67541,0.5889,4406,0.816042091325633,16,1,15834,11428,51223,15978,26388
"Rider University",NA,"Lawrenceville","NJ","www.rider.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.794,1219,1160,22,29,30,1100,1310,3192,31650223,17331,19245,22356,28544,31746,62208,0.5696,10230,0.8983901906947,12,1,16730,6500,50434,38900,38900
"Rutgers University-New Brunswick","Rutgers, The State University of New Jersey; Rutgers, The State University; Rutgers University; Rutgers U; Rutgers; Rutgers-New Brunswick; Rutgers, New Brunswick; Rutgers New Brunswick","New Brunswick","NJ","https://newbrunswick.rutgers.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.6535,1383,1360,28,33,30,1270,1480,36357,31650223,NA,NA,NA,NA,NA,74479,0.7143,-3699,0.894762366634336,15,1,14715,18414,62090,17239,36001
"Saint Peter's University","Saint Peter's, SPU","Jersey City","NJ","www.saintpeters.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,30,0.9053,NA,1060,NA,NA,23,NA,NA,1939,31650223,11486,10552,11494,18211,20457,57815,0.51,10090,0.82164421737111,11,1,17590,7500,43285,41054,41054
"Seton Hall University",NA,"South Orange","NJ","https://www.shu.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,30,0.789,1308,1280,27,31,29,1220,1400,5924,31650223,17681,18674,24326,35089,41110,70196,0.6509,0,0.854829470685678,14,1,17350,17350,56925,51370,51370
"Saint Elizabeth University","SEU","Morristown","NJ","www.steu.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,30,0.7721,NA,NA,NA,NA,NA,NA,NA,636,31650223,13266,14439,21594,23648,30149,53038,0.3354,-874,0.653500779775096,11,1,13126,14000,49106,35942,35942
"Stevens Institute of Technology","Stevens","Hoboken","NJ","www.stevens.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.4344,1447,1440,31,34,33,1370,1500,4084,31650223,26555,26938,34145,38749,47748,108772,0.6859,0,1.00196920081423,10,1,18650,18650,89043,60952,60952
"Stockton University","The Richard Stockton College of New Jersey","Galloway","NJ","https://www.stockton.edu/",1,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.8817,1171,1150,20,27,25,1080,1260,7770,31650223,NA,NA,NA,NA,NA,57602,0.5638,6321,0.85865992414665,17,1,15332,9011,47778,15532,23420
"Thomas Edison State University","TESU, Thomas Edison State University, (old name:Thomas Edison State College), (old abbreviation:TESC)","Trenton","NJ","www.tesu.edu/",1,3,4,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6685,31650223,NA,NA,NA,NA,NA,69331,NA,NA,0.608348978714741,15,1,NA,5103,70569,6638,8598
"The College of New Jersey","TCNJ","Ewing","NJ","https://www.tcnj.edu/",1,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.6214,1247,1260,25,31,29,1140,1340,6831,31650223,NA,NA,NA,NA,NA,73323,0.7554,0,0.920706565877429,13,1,15569,15569,60339,18685,24568
"William Paterson University of New Jersey",NA,"Wayne","NJ","www.wpunj.edu/",1,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.9252,NA,NA,NA,NA,NA,NA,NA,6526,31650223,NA,NA,NA,NA,NA,57780,0.2908,4660,0.902718374732686,17,1,15990,11330,43250,15150,24464
"Eastern New Mexico University-Main Campus","ENMU-Portales","Portales","NM","www.enmu.edu/",1,3,4,33,0,0,0,0,0,1,0,0,0,NA,0.5492,965,980,15,21,19,850,1070,3186,31650223,NA,NA,NA,NA,NA,38550,0.2314,604,0.680237394060652,17,1,8446,7842,36278,6863,8843
"New Mexico Highlands University",NA,"Las Vegas","NM","www.nmhu.edu/",1,3,4,33,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,31650223,NA,NA,NA,NA,NA,45937,0.1614,-678,0.846725123198297,10,1,9674,10352,43022,7260,12180
"New Mexico Institute of Mining and Technology","New Mexico Tech","Socorro","NM","www.nmt.edu/",1,3,4,33,0,0,0,0,0,1,0,0,0,NA,0.5396,1182,1210,20,28,26,1040,1290,1122,31650223,NA,NA,NA,NA,NA,76489,0.3178,0,0.985155678123351,10,1,9614,9614,48366,9058,26312
"University of New Mexico-Main Campus","UNM","Albuquerque","NM","www.unm.edu/",1,3,4,11,0,0,0,0,0,1,0,0,0,NA,0.9545,1047,NA,19,26,23,900,1160,16686,31650223,NA,NA,NA,NA,NA,44792,0.3631,0,0.789739494021752,15,1,11884,11884,40856,8115,26450
"New Mexico State University-Main Campus","NMSU","Las Cruces","NM","www.nmsu.edu/",1,3,4,22,0,0,0,0,0,1,0,0,0,NA,0.7573,1004,1020,17,24,20,890,1110,11561,31650223,NA,NA,NA,NA,NA,39067,0.322,-736,0.698605436742519,15,1,12026,12762,35077,8147,25271
"Northern New Mexico College",NA,"Espanola","NM","https://nnmc.edu/",1,3,3,32,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,31650223,NA,NA,NA,NA,NA,38112,0.0862,NA,NA,11,1,NA,12540,NA,6400,14328
"University of the Southwest","USW","Hobbs","NM","https://www.usw.edu/",2,3,4,33,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,31650223,17598,18554,22163,22814,23279,45389,0.2333,-7000,0.804130024740955,21,1,8000,15000,45798,16670,16670
"Western New Mexico University",NA,"Silver City","NM","www.wnmu.edu/",1,3,4,33,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,31650223,NA,NA,NA,NA,NA,39095,0.1571,0,0.670909633986628,13,1,10940,10940,33022,7868,14354
"Adelphi University",NA,"Garden City","NY","www.adelphi.edu/",2,3,4,21,0,0,0,0,1,0,0,0,0,NA,0.7751,1224,1200,24,30,26,1140,1310,5077,31650223,22149,24621,28183,29583,32093,75482,0.5876,1094,0.986937208834409,12,1,20028,18934,62992,47290,47290
"Albany College of Pharmacy and Health Sciences",NA,"Albany","NY","www.acphs.edu/",2,3,4,12,0,0,0,0,0,0,0,0,0,NA,0.5908,1280,1280,28,33,30,1120,1380,509,31650223,15549,23891,22173,23715,30708,131426,0.4444,-400,1.2067959417599,10,1,12280,12680,115528,40375,40375
"Alfred University",NA,"Alfred","NY","www.alfred.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,NA,0.4833,1205,1180,24,31,25,1100,1280,1401,31650223,15458,18570,23315,27943,27120,54897,0.433,0,0.786073348778249,10,1,14240,14240,42490,39530,39530
"Bard College",NA,"Annandale-On-Hudson","NY","www.bard.edu/",2,3,4,41,0,0,0,0,0,0,0,0,0,NA,0.5229,1387,NA,30,32,NA,1290,1440,2280,31650223,13609,17710,19816,26909,43347,46543,0.5714,5040,1.18422078152124,9,1,18040,13000,32027,63612,63612
"Barnard College","Barnard","New York","NY","www.barnard.edu/",2,3,3,11,0,0,0,0,0,0,0,0,1,NA,0.0796,1500,1490,32,34,33,1450,1550,3219,31650223,14486,9011,17279,24152,58447,80516,0.7664,0,1.07555032767602,10,1,20582,20582,58981,66246,66246
"Mount Sinai Phillips School of Nursing",NA,"New York","NY","www.pson.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,31650223,NA,NA,NA,NA,NA,96980,0,NA,NA,8,1,NA,NA,NA,NA,NA
"Boricua College",NA,"New York","NY","https://www.boricuacollege.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,31650223,14279,12408,17429,NA,NA,35348,0.2604,NA,NA,20,1,NA,5750,NA,12525,12525
"Canisius University","Canisius","Buffalo","NY","https://www.canisius.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.8177,NA,1150,NA,NA,28,NA,NA,1768,31650223,12369,13719,16657,20762,23259,60681,0.625,5160,0.699683739730898,11,1,13160,8000,44054,32720,32720
"Central Yeshiva Tomchei Tmimim Lubavitz",NA,"Brooklyn","NY","https://cyttl.edu/",2,3,4,11,0,0,0,0,0,0,0,1,0,NA,0.8846,NA,NA,NA,NA,NA,NA,NA,810,31650223,18440,19048,19976,21984,22805,35023,0,-12300,NA,35,1,3600,15900,NA,8400,8400
"Clarkson University",NA,"Potsdam","NY","https://www.clarkson.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.7716,1307,1280,26,31,29,1190,1390,2449,31650223,20521,19328,26800,33329,36429,89696,0.6381,-776,0.92221910685155,12,1,17016,17792,77660,57950,57950
"Colgate University",NA,"Hamilton","NY","https://www.colgate.edu/",2,3,4,42,0,0,0,0,0,0,0,0,0,NA,0.1195,1480,1420,33,34,33,1430,1530,3122,31650223,3341,9345,17685,31027,53119,85139,0.8418,NA,0.934893357362812,9,1,16790,NA,61119,67024,67024
"Metropolitan College of New York","MCNY","New York","NY","https://www.mcny.edu/",2,3,4,11,0,1,0,0,0,1,0,0,0,NA,0.7654,NA,NA,NA,NA,NA,NA,NA,430,31650223,22122,27043,30663,NA,NA,46236,0.193,NA,NA,13,1,NA,12334,NA,20188,20188
"Columbia University in the City of New York","Columbia University","New York","NY","www.columbia.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.0423,1547,1520,34,35,35,1490,1570,8899,31650223,6342,4975,5195,15368,44695,102491,0.7991,-258,0.95355912487137,6,1,16800,17058,91033,69045,69045
"The Cooper Union for the Advancement of Science and Art","The Cooper Union","New York","NY","https://www.cooper.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.1905,1480,NA,33,34,NA,1400,1520,891,31650223,8188,8563,12057,11674,31201,83847,0.5479,2740,0.461861596285651,9,1,18650,15910,31701,46820,46820
"Cornell University",NA,"Ithaca","NY","www.cornell.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.0816,1520,1510,33,35,34,1480,1560,15935,31650223,4079,5589,8129,18531,51735,104043,0.8711,0,0.830678125982601,9,1,18554,18554,83065,66014,66014
"CUNY Bernard M Baruch College","Baruch | Baruch College","New York","NY","www.baruch.cuny.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.5048,1310,NA,NA,NA,NA,1210,1410,15734,31650223,NA,NA,NA,NA,NA,75971,0.5635,-3104,0.890473964381041,19,1,18684,21788,66715,7464,15414
"CUNY Brooklyn College","Brooklyn | Brooklyn College","Brooklyn","NY","www.brooklyn.cuny.edu/",1,3,4,11,0,0,0,0,1,0,0,0,0,NA,0.5366,1310,NA,NA,NA,NA,1140,1420,10443,31650223,NA,NA,NA,NA,NA,60752,0.3514,NA,0.955199413299972,13,1,NA,21788,47157,7452,15402
"College of Staten Island CUNY","Staten Island | CSI | College of Staten Island","Staten Island","NY","www.csi.cuny.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9387,31650223,NA,NA,NA,NA,NA,53501,0.2869,-1253,0.868342585634288,16,1,20535,21788,38526,7490,15440
"CUNY City College","City | City College | CCNY | City College of New York","New York","NY","www.ccny.cuny.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.5807,1340,NA,NA,NA,NA,1220,1460,11934,31650223,NA,NA,NA,NA,NA,66039,0.2763,-3684,0.958831003811944,14,1,18104,21788,51960,7340,15290
"CUNY Graduate School and University Center","The Graduate Center | CUNY Graduate Center | The Graduate Center of the City University of New York","New York","NY","www.gc.cuny.edu/",1,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.3861,NA,NA,NA,NA,NA,NA,NA,3067,31650223,NA,NA,NA,NA,NA,65991,NA,NA,0.541295508274232,12,1,NA,21788,74216,7410,15360
"CUNY Hunter College","Hunter | Hunter College","New York","NY","www.hunter.cuny.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.5405,1350,NA,NA,NA,NA,1210,1470,16642,31650223,NA,NA,NA,NA,NA,63163,0.3974,-10464,0.945443805023057,14,1,11324,21788,52929,7382,15332
"CUNY John Jay College of Criminal Justice","John Jay | John Jay College of Criminal Justice","New York","NY","www.jjay.cuny.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.5722,1140,NA,NA,NA,NA,1000,1250,11340,31650223,NA,NA,NA,NA,NA,56195,0.4107,NA,0.901597874353935,16,1,NA,21788,50380,7470,15420
"CUNY Lehman College","Lehman | Lehman College","Bronx","NY","www.lehman.edu/",1,3,4,11,0,0,0,0,0,1,0,0,0,NA,0.5543,1010,NA,NA,NA,NA,860,1220,10438,31650223,NA,NA,NA,NA,NA,58013,0.2786,NA,0.820911691521235,15,1,NA,21788,56142,7410,15360
"CUNY Medgar Evers College","Medgar | MEC | Medgar Evers | Medgar Evers College","Brooklyn","NY","https://www.mec.cuny.edu/",1,3,3,11,0,1,0,0,0,0,0,0,0,NA,0.8339,980,NA,NA,NA,NA,780,1000,3404,31650223,NA,NA,NA,NA,NA,46498,0.1007,NA,0.754280894137495,14,1,NA,21788,43564,7352,15302
"CUNY New York City College of Technology","City Tech | NYCCT | New York City College of Technology | New York Technical College","Brooklyn","NY","www.citytech.cuny.edu/",1,3,3,11,0,0,0,0,1,1,0,0,0,NA,0.8074,1040,NA,NA,NA,NA,880,1200,12950,31650223,NA,NA,NA,NA,NA,49365,0.0647,NA,0.77181962311104,16,1,NA,21788,42579,7332,15282
"CUNY Queens College","Queens | Queens College","Queens","NY","https://www.qc.cuny.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.6852,1210,NA,NA,NA,NA,1100,1320,13060,31650223,NA,NA,NA,NA,NA,62763,0.3703,-5324,0.857630522088353,14,1,16464,21788,51168,7538,15488
"CUNY York College","York | York College","Jamaica","NY","www.york.cuny.edu/",1,3,4,11,0,0,0,0,1,1,0,0,0,NA,0.5942,1100,NA,NA,NA,NA,990,1210,4439,31650223,NA,NA,NA,NA,NA,56945,0.1168,NA,0.898820164461923,13,1,NA,21788,47404,7358,15308
"D'Youville  University",NA,"Buffalo","NY","www.dyu.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.8235,1040,1130,NA,NA,24,880,1200,1299,31650223,12286,12705,21460,21631,26150,66942,0.361,0,0.839764974604033,11,1,11800,11800,66873,33560,33560
"Daemen University",NA,"Amherst","NY","www.daemen.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.7616,NA,NA,NA,NA,NA,NA,NA,1761,31650223,10602,11562,16325,20603,25038,61808,0.447,11040,0.933440130669682,13,1,13940,2900,58649,33724,33724
"Dominican University New York","Dominican University New York","Orangeburg","NY","www.duny.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.7883,1160,1060,NA,NA,NA,1100,1230,1083,31650223,21435,21420,27482,28370,30166,61171,0.4629,6220,0.84005592821366,14,1,16220,10000,51495,33060,33060
"Elmira College","EC","Elmira","NY","https://www.elmira.edu/",2,3,4,13,0,0,0,0,0,0,0,0,0,NA,0.908,1239,NA,NA,NA,NA,1110,1330,583,31650223,19761,19167,18523,23840,28670,57550,0.5911,11490,0.649777579307147,8,1,13990,2500,46940,37932,37932
"Fordham University",NA,"Bronx","NY","https://www.fordham.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,30,0.5628,1412,1390,30,33,32,1330,1490,10239,31650223,31239,33504,38039,41753,50121,85569,0.7573,8205,0.8967674511825,14,1,23075,14870,66468,61992,61992
"Hamilton College",NA,"Clinton","NY","https://www.hamilton.edu/",2,3,3,22,0,0,0,0,0,0,0,0,0,NA,0.1177,1487,1470,32,35,34,1410,1550,2045,31650223,4906,8614,18336,21312,50232,78411,0.8104,NA,NA,9,1,16690,NA,NA,65740,65740
"Hartwick College",NA,"Oneonta","NY","www.hartwick.edu/",2,3,4,33,0,0,0,0,0,0,0,0,0,NA,0.687,1170,1100,NA,NA,25,1090,1280,1099,31650223,26633,29759,30440,31596,30012,61107,0.3761,8647,1.00593158521135,10,1,14647,6000,48924,52849,52849
"Hilbert College","Hilbert","Hamburg","NY","www.hilbert.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,30,0.9802,1060,1010,NA,NA,NA,980,1180,922,31650223,18835,23593,23756,23610,23655,48309,0.4217,6080,0.997760508812398,15,1,14200,8120,45789,32150,32150
"Hobart William Smith Colleges",NA,"Geneva","NY","www.hws.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.5728,1296,1280,26,32,29,1220,1360,1606,31650223,10969,14672,19579,24792,41860,68831,0.664,2459,0.687435445652834,10,1,17334,14875,61620,63268,63268
"Hofstra University",NA,"Hempstead","NY","www.hofstra.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.7059,1294,1280,27,31,29,1210,1380,6155,31650223,29667,31575,35162,38553,37740,69039,0.5664,-7583,0.836576499518871,13,1,17720,25303,49256,55450,55450
"Houghton University","Houghton University","Houghton","NY","www.houghton.edu/",2,3,4,43,0,0,0,0,0,0,0,0,0,89,0.927,1297,1180,23,28,26,1180,1390,867,31650223,17213,17292,20133,22275,25436,46721,0.5963,3810,0.785825963746519,13,1,10810,7000,34993,17290,17290
"Iona University",NA,"New Rochelle","NY","www.iona.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,30,0.9114,1167,1160,20,28,26,1050,1260,2731,31650223,25063,27463,26714,28595,30466,73595,0.5058,0,0.744186856635257,15,1,18270,18270,48242,45880,45880
"Ithaca College",NA,"Ithaca","NY","www.ithaca.edu/",2,3,4,23,0,0,0,0,0,0,0,0,0,NA,0.6994,1285,NA,27,31,NA,1190,1370,4350,31650223,22208,23940,29170,31953,37581,63548,0.6776,0,0.882622207290442,10,1,16030,16030,46449,50510,50510
"Jewish Theological Seminary of America",NA,"New York","NY","www.jtsa.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,80,0.4507,1507,1420,33,35,33,1440,1560,172,31650223,18385,NA,26934,NA,36829,92751,0.8421,NA,NA,8,1,18400,NA,NA,65545,65545
"The Juilliard School","Juilliard","New York","NY","www.juilliard.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.0896,NA,NA,NA,NA,NA,NA,NA,460,31650223,19135,15645,30694,34340,48999,37827,0.8333,2080,NA,4,1,21340,19260,NA,56550,56550
"Kehilath Yakov Rabbinical Seminary",NA,"Ossining","NY","kehilathyakov.com/",2,3,3,41,0,0,0,0,0,0,0,1,0,80,NA,NA,NA,NA,NA,NA,NA,NA,206,31650223,2334,3492,5421,5535,NA,36442,0,800,NA,15,1,3400,2600,NA,12800,12800
"Keuka College",NA,"Keuka Park","NY","https://www.keuka.edu/",2,3,4,32,0,0,0,0,0,0,0,0,0,NA,0.9388,1090,1130,NA,NA,26,1010,1180,920,31650223,18659,18938,22008,29685,31596,58289,0.4387,10256,0.795105955361236,11,1,13556,3300,51754,38000,38000
"Le Moyne College",NA,"Syracuse","NY","www.lemoyne.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,30,0.7529,1260,1210,25,31,27,1160,1340,2434,31650223,15335,14671,21940,23554,26281,62731,0.6377,610,0.761178878982185,12,1,15660,15050,49914,38970,38970
"Long Island University","LIU Post","Brookville","NY","www.liu.edu/",2,3,4,21,0,0,0,0,1,0,0,0,0,NA,0.8977,1259,1200,25,30,28,1140,1350,5478,31650223,20478,22355,22734,28590,29036,59950,0.4394,-7646,0.855096549540994,13,1,17354,25000,57813,41642,41642
"Machzikei Hadath Rabbinical College",NA,"Brooklyn","NY","https://mhrc.edu/",2,3,3,11,0,0,0,0,0,0,0,1,0,NA,0.95,NA,NA,NA,NA,NA,NA,NA,129,31650223,8219,7976,10488,NA,NA,41527,0,-15700,NA,13,1,1000,16700,NA,13500,13500
"Manhattan College",NA,"Riverdale","NY","www.manhattan.edu/",2,3,4,11,0,0,0,0,0,1,0,0,0,30,0.7849,1254,NA,22,31,NA,1150,1340,2928,31650223,24024,25103,27042,28655,29209,86316,0.5157,0,0.978034013812407,11,1,18440,18440,60510,50850,50850
"Manhattan School of Music",NA,"New York","NY","www.msmnyc.edu/",2,3,4,11,0,0,0,0,0,0,0,0,0,NA,0.3994,NA,NA,NA,NA,NA,NA,NA,535,31650223,42437,55777,57477,NA,59277,26878,0.7217,0,NA,6,1,17350,17350,NA,54600,54600
"Manhattanville College",NA,"Purchase","NY","https://www.mville.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.8466,NA,1130,NA,NA,27,NA,NA,1250,31650223,17789,19825,24736,24892,32501,58832,0.4819,138,0.893226028576347,12,1,15540,15402,47548,42950,42950
"Marist College",NA,"Poughkeepsie","NY","www.marist.edu/",2,3,4,21,0,0,0,0,0,0,0,0,0,NA,0.6471,1285,1280,27,30,28,1220,1360,5039,31650223,25331,27034,34963,38862,43143,77819,0.7245,-1700,0.834057048164117,16,1,17710,19410,59892,46140,46140
"Marymount Manhattan College","MMC","New York","NY","www.mmm.edu/",2,3,3,11,0,0,0,0,0,0,0,0,0,NA,0.7888,1226,1150,25,29,25,1100,1300,1627,31650223,29751,28492,32754,36332,43959,49131,0.4283,6991,1.28497935422731,8,1,20191,13200,37638,40260,40260
"Mercy University","Mercy","Dobbs Ferry","NY","https://www.mercy.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,NA,0.8547,NA,1050,NA,NA,25,NA,NA,5539,31650223,13092,14487,17042,20273,23124,52055,0.338,5060,0.778671156683946,15,1,14700,9640,46679,22106,22106
"Mesivta Torah Vodaath Rabbinical Seminary",NA,"Brooklyn","NY","independentrabbinicalcolleges.org/index.html",2,3,4,11,0,0,0,0,0,0,0,1,0,80,0.8974,NA,NA,NA,NA,NA,NA,NA,337,31650223,3060,6460,7568,5455,NA,NA,0,-17780,NA,28,1,5500,23280,NA,13950,13950
"Molloy College",NA,"Rockville Centre","NY","www.molloy.edu/",2,3,4,21,0,0,0,0,0,1,0,0,0,30,0.7564,1193,1210,24,29,29,1080,1310,3185,31650223,20330,22678,26115,27390,32545,77789,0.4861,8324,1.01398601398601,10,1,17760,9436,93521,37840,37840
"Mount Saint Mary College","The Mount/Mount Saint Mary College","Newburgh","NY","www.msmc.edu/",2,3,4,13,0,0,0,0,0,1,0,0,0,30,0.8246,1160,1080,NA,NA,22,1090,1260,1268,31650223,12704,17922,22389,27289,28745,67705,0.5188,4784,0.917329774790359,12,1,18820,14036,60559,41370,41370
